Id,Date,Time,TotalIntensity,AverageIntensity
1927972279,4/17/2016,7:00 AM,0,0.00
1927972279,4/17/2016,8:00 AM,0,0.00
1927972279,4/17/2016,9:00 AM,0,0.00
1927972279,4/17/2016,10:00 AM,0,0.00
1927972279,4/17/2016,11:00 AM,0,0.00
1927972279,4/17/2016,12:00 PM,0,0.00
1927972279,4/17/2016,1:00 PM,0,0.00
1927972279,4/17/2016,2:00 PM,0,0.00
1927972279,4/17/2016,3:00 PM,0,0.00
1927972279,4/17/2016,4:00 PM,0,0.00
1927972279,4/17/2016,5:00 PM,0,0.00
1927972279,4/17/2016,6:00 PM,0,0.00
1927972279,4/17/2016,7:00 PM,0,0.00
1927972279,4/17/2016,8:00 PM,0,0.00
1927972279,4/17/2016,9:00 PM,0,0.00
1927972279,4/17/2016,10:00 PM,0,0.00
1927972279,4/17/2016,11:00 PM,0,0.00
1927972279,4/18/2016,12:00 AM,0,0.00
1927972279,4/18/2016,1:00 AM,0,0.00
1927972279,4/18/2016,2:00 AM,0,0.00
1927972279,4/18/2016,3:00 AM,0,0.00
1927972279,4/18/2016,4:00 AM,0,0.00
1927972279,4/18/2016,5:00 AM,0,0.00
1927972279,4/18/2016,6:00 AM,0,0.00
1927972279,4/18/2016,7:00 AM,0,0.00
1927972279,4/18/2016,8:00 AM,0,0.00
1927972279,4/18/2016,9:00 AM,0,0.00
1927972279,4/18/2016,10:00 AM,0,0.00
1927972279,4/18/2016,11:00 AM,10,0.17
1927972279,4/18/2016,12:00 PM,7,0.12
1927972279,4/18/2016,1:00 PM,0,0.00
1927972279,4/18/2016,2:00 PM,0,0.00
1927972279,4/18/2016,3:00 PM,0,0.00
1927972279,4/18/2016,4:00 PM,0,0.00
1927972279,4/18/2016,5:00 PM,0,0.00
1927972279,4/18/2016,6:00 PM,0,0.00
1927972279,4/18/2016,7:00 PM,0,0.00
1927972279,4/18/2016,8:00 PM,0,0.00
1927972279,4/18/2016,9:00 PM,0,0.00
1927972279,4/18/2016,10:00 PM,0,0.00
1927972279,4/18/2016,11:00 PM,0,0.00
1927972279,4/19/2016,12:00 AM,0,0.00
1927972279,4/19/2016,1:00 AM,0,0.00
1927972279,4/19/2016,2:00 AM,0,0.00
1927972279,4/19/2016,3:00 AM,0,0.00
1927972279,4/19/2016,4:00 AM,0,0.00
1927972279,4/19/2016,5:00 AM,0,0.00
1927972279,4/19/2016,6:00 AM,0,0.00
1927972279,4/19/2016,7:00 AM,0,0.00
1927972279,4/19/2016,8:00 AM,0,0.00
1927972279,4/19/2016,9:00 AM,0,0.00
1927972279,4/19/2016,10:00 AM,0,0.00
1927972279,4/19/2016,11:00 AM,0,0.00
1927972279,4/19/2016,12:00 PM,0,0.00
1927972279,4/19/2016,1:00 PM,0,0.00
1927972279,4/19/2016,2:00 PM,0,0.00
1927972279,4/19/2016,3:00 PM,0,0.00
1927972279,4/19/2016,4:00 PM,0,0.00
1927972279,4/19/2016,5:00 PM,0,0.00
1927972279,4/19/2016,6:00 PM,0,0.00
1927972279,4/19/2016,7:00 PM,0,0.00
1927972279,4/19/2016,8:00 PM,0,0.00
1927972279,4/19/2016,9:00 PM,0,0.00
1927972279,4/19/2016,10:00 PM,0,0.00
1927972279,4/19/2016,11:00 PM,0,0.00
1927972279,4/20/2016,12:00 AM,0,0.00
1927972279,4/20/2016,1:00 AM,0,0.00
1927972279,4/20/2016,2:00 AM,0,0.00
1927972279,4/20/2016,3:00 AM,0,0.00
1927972279,4/20/2016,4:00 AM,0,0.00
1927972279,4/20/2016,5:00 AM,0,0.00
1927972279,4/20/2016,6:00 AM,0,0.00
1927972279,4/20/2016,7:00 AM,0,0.00
1927972279,4/20/2016,8:00 AM,0,0.00
1927972279,4/20/2016,9:00 AM,0,0.00
1927972279,4/20/2016,10:00 AM,0,0.00
1927972279,4/20/2016,11:00 AM,0,0.00
1927972279,4/20/2016,12:00 PM,0,0.00
1927972279,4/20/2016,1:00 PM,0,0.00
1927972279,4/20/2016,2:00 PM,0,0.00
1927972279,4/20/2016,3:00 PM,0,0.00
1927972279,4/20/2016,4:00 PM,0,0.00
1927972279,4/20/2016,5:00 PM,0,0.00
1927972279,4/20/2016,6:00 PM,0,0.00
1927972279,4/20/2016,7:00 PM,0,0.00
1927972279,4/20/2016,8:00 PM,0,0.00
1927972279,4/20/2016,9:00 PM,0,0.00
1927972279,4/20/2016,10:00 PM,0,0.00
1927972279,4/20/2016,11:00 PM,0,0.00
1927972279,4/21/2016,12:00 AM,0,0.00
1927972279,4/21/2016,1:00 AM,0,0.00
1927972279,4/21/2016,2:00 AM,0,0.00
1927972279,4/21/2016,3:00 AM,0,0.00
1927972279,4/21/2016,4:00 AM,0,0.00
1927972279,4/21/2016,5:00 AM,0,0.00
1927972279,4/21/2016,6:00 AM,0,0.00
1927972279,4/21/2016,7:00 AM,0,0.00
1927972279,4/21/2016,8:00 AM,0,0.00
1927972279,4/21/2016,9:00 AM,0,0.00
1927972279,4/21/2016,10:00 AM,0,0.00
1927972279,4/21/2016,11:00 AM,0,0.00
1927972279,4/21/2016,12:00 PM,0,0.00
1927972279,4/21/2016,1:00 PM,0,0.00
1927972279,4/21/2016,2:00 PM,0,0.00
1927972279,4/21/2016,3:00 PM,0,0.00
1927972279,4/21/2016,4:00 PM,0,0.00
1927972279,4/21/2016,5:00 PM,0,0.00
1927972279,4/21/2016,6:00 PM,0,0.00
1927972279,4/21/2016,7:00 PM,0,0.00
1927972279,4/21/2016,8:00 PM,0,0.00
1927972279,4/21/2016,9:00 PM,0,0.00
1927972279,4/21/2016,10:00 PM,0,0.00
1927972279,4/21/2016,11:00 PM,0,0.00
1927972279,4/22/2016,12:00 AM,0,0.00
1927972279,4/22/2016,1:00 AM,0,0.00
1927972279,4/22/2016,2:00 AM,0,0.00
1927972279,4/22/2016,3:00 AM,0,0.00
1927972279,4/22/2016,4:00 AM,0,0.00
1927972279,4/22/2016,5:00 AM,0,0.00
1927972279,4/22/2016,6:00 AM,0,0.00
1927972279,4/22/2016,7:00 AM,0,0.00
1927972279,4/22/2016,8:00 AM,0,0.00
1927972279,4/22/2016,9:00 AM,0,0.00
1927972279,4/22/2016,10:00 AM,0,0.00
1927972279,4/22/2016,11:00 AM,0,0.00
1927972279,4/22/2016,12:00 PM,8,0.13
1927972279,4/22/2016,1:00 PM,1,0.02
1927972279,4/22/2016,2:00 PM,0,0.00
1927972279,4/22/2016,3:00 PM,1,0.02
1927972279,4/22/2016,4:00 PM,0,0.00
1927972279,4/22/2016,5:00 PM,0,0.00
1927972279,4/22/2016,6:00 PM,0,0.00
1927972279,4/22/2016,7:00 PM,0,0.00
1927972279,4/22/2016,8:00 PM,0,0.00
1927972279,4/22/2016,9:00 PM,0,0.00
1927972279,4/22/2016,10:00 PM,0,0.00
1927972279,4/22/2016,11:00 PM,0,0.00
1927972279,4/23/2016,12:00 AM,0,0.00
1927972279,4/23/2016,1:00 AM,0,0.00
1927972279,4/23/2016,2:00 AM,0,0.00
1927972279,4/23/2016,3:00 AM,0,0.00
1927972279,4/23/2016,4:00 AM,0,0.00
1927972279,4/23/2016,5:00 AM,0,0.00
1927972279,4/23/2016,6:00 AM,0,0.00
1927972279,4/23/2016,7:00 AM,0,0.00
1927972279,4/23/2016,8:00 AM,32,0.53
1927972279,4/23/2016,9:00 AM,11,0.18
1927972279,4/23/2016,10:00 AM,2,0.03
1927972279,4/23/2016,11:00 AM,15,0.25
1927972279,4/23/2016,12:00 PM,15,0.25
1927972279,4/23/2016,1:00 PM,26,0.43
1927972279,4/23/2016,2:00 PM,0,0.00
1927972279,4/23/2016,3:00 PM,0,0.00
1927972279,4/23/2016,4:00 PM,3,0.05
1927972279,4/23/2016,5:00 PM,7,0.12
1927972279,4/23/2016,6:00 PM,12,0.20
1927972279,4/23/2016,7:00 PM,8,0.13
1927972279,4/23/2016,8:00 PM,10,0.17
1927972279,4/23/2016,9:00 PM,4,0.07
1927972279,4/23/2016,10:00 PM,0,0.00
1927972279,4/23/2016,11:00 PM,0,0.00
1927972279,4/24/2016,12:00 AM,0,0.00
1927972279,4/24/2016,1:00 AM,0,0.00
1927972279,4/24/2016,2:00 AM,0,0.00
1927972279,4/24/2016,3:00 AM,0,0.00
1927972279,4/24/2016,4:00 AM,0,0.00
1927972279,4/24/2016,5:00 AM,0,0.00
1927972279,4/24/2016,6:00 AM,0,0.00
1927972279,4/24/2016,7:00 AM,0,0.00
1927972279,4/24/2016,8:00 AM,0,0.00
1927972279,4/24/2016,9:00 AM,0,0.00
1927972279,4/24/2016,10:00 AM,31,0.52
1927972279,4/24/2016,11:00 AM,25,0.42
1927972279,4/24/2016,12:00 PM,16,0.27
1927972279,4/24/2016,1:00 PM,18,0.30
1927972279,4/24/2016,2:00 PM,0,0.00
1927972279,4/24/2016,3:00 PM,0,0.00
1927972279,4/24/2016,4:00 PM,0,0.00
1927972279,4/24/2016,5:00 PM,0,0.00
1927972279,4/24/2016,6:00 PM,0,0.00
1927972279,4/24/2016,7:00 PM,0,0.00
1927972279,4/24/2016,8:00 PM,0,0.00
1927972279,4/24/2016,9:00 PM,0,0.00
1927972279,4/24/2016,10:00 PM,0,0.00
1927972279,4/24/2016,11:00 PM,0,0.00
1927972279,4/25/2016,12:00 AM,0,0.00
1927972279,4/25/2016,1:00 AM,0,0.00
1927972279,4/25/2016,2:00 AM,0,0.00
1927972279,4/25/2016,3:00 AM,0,0.00
1927972279,4/25/2016,4:00 AM,0,0.00
1927972279,4/25/2016,5:00 AM,0,0.00
1927972279,4/25/2016,6:00 AM,0,0.00
1927972279,4/25/2016,7:00 AM,0,0.00
1927972279,4/25/2016,8:00 AM,0,0.00
1927972279,4/25/2016,9:00 AM,0,0.00
1927972279,4/25/2016,10:00 AM,0,0.00
1927972279,4/25/2016,11:00 AM,0,0.00
1927972279,4/25/2016,12:00 PM,0,0.00
1927972279,4/25/2016,1:00 PM,0,0.00
1927972279,4/25/2016,2:00 PM,0,0.00
1927972279,4/25/2016,3:00 PM,0,0.00
1927972279,4/25/2016,4:00 PM,0,0.00
1927972279,4/25/2016,5:00 PM,0,0.00
1927972279,4/25/2016,6:00 PM,0,0.00
1927972279,4/25/2016,7:00 PM,0,0.00
1927972279,4/25/2016,8:00 PM,3,0.05
1927972279,4/25/2016,9:00 PM,9,0.15
1927972279,4/25/2016,10:00 PM,0,0.00
1927972279,4/25/2016,11:00 PM,0,0.00
1927972279,4/26/2016,12:00 AM,1,0.02
1927972279,4/26/2016,1:00 AM,1,0.02
1927972279,4/26/2016,2:00 AM,0,0.00
1927972279,4/26/2016,3:00 AM,2,0.03
1927972279,4/26/2016,4:00 AM,0,0.00
1927972279,4/26/2016,5:00 AM,0,0.00
1927972279,4/26/2016,6:00 AM,1,0.02
1927972279,4/26/2016,7:00 AM,0,0.00
1927972279,4/26/2016,8:00 AM,0,0.00
1927972279,4/26/2016,9:00 AM,0,0.00
1927972279,4/26/2016,10:00 AM,3,0.05
1927972279,4/26/2016,11:00 AM,15,0.25
1927972279,4/26/2016,12:00 PM,6,0.10
1927972279,4/26/2016,1:00 PM,16,0.27
1927972279,4/26/2016,2:00 PM,9,0.15
1927972279,4/26/2016,3:00 PM,9,0.15
1927972279,4/26/2016,4:00 PM,36,0.60
1927972279,4/26/2016,5:00 PM,17,0.28
1927972279,4/26/2016,6:00 PM,25,0.42
1927972279,4/26/2016,7:00 PM,25,0.42
1927972279,4/26/2016,8:00 PM,8,0.13
1927972279,4/26/2016,9:00 PM,7,0.12
1927972279,4/26/2016,10:00 PM,5,0.08
1927972279,4/26/2016,11:00 PM,6,0.10
1927972279,4/27/2016,12:00 AM,0,0.00
1927972279,4/27/2016,1:00 AM,0,0.00
1927972279,4/27/2016,2:00 AM,0,0.00
1927972279,4/27/2016,3:00 AM,0,0.00
1927972279,4/27/2016,4:00 AM,0,0.00
1927972279,4/27/2016,5:00 AM,0,0.00
1927972279,4/27/2016,6:00 AM,0,0.00
1927972279,4/27/2016,7:00 AM,0,0.00
1927972279,4/27/2016,8:00 AM,0,0.00
1927972279,4/27/2016,9:00 AM,0,0.00
1927972279,4/27/2016,10:00 AM,0,0.00
1927972279,4/27/2016,11:00 AM,0,0.00
1927972279,4/27/2016,12:00 PM,0,0.00
1927972279,4/27/2016,1:00 PM,0,0.00
1927972279,4/27/2016,2:00 PM,0,0.00
1927972279,4/27/2016,3:00 PM,0,0.00
1927972279,4/27/2016,4:00 PM,0,0.00
1927972279,4/27/2016,5:00 PM,0,0.00
1927972279,4/27/2016,6:00 PM,0,0.00
1927972279,4/27/2016,7:00 PM,0,0.00
1927972279,4/27/2016,8:00 PM,0,0.00
1927972279,4/27/2016,9:00 PM,0,0.00
1927972279,4/27/2016,10:00 PM,0,0.00
1927972279,4/27/2016,11:00 PM,0,0.00
1927972279,4/28/2016,12:00 AM,0,0.00
1927972279,4/28/2016,1:00 AM,0,0.00
1927972279,4/28/2016,2:00 AM,0,0.00
1927972279,4/28/2016,3:00 AM,0,0.00
1927972279,4/28/2016,4:00 AM,0,0.00
1927972279,4/28/2016,5:00 AM,0,0.00
1927972279,4/28/2016,6:00 AM,0,0.00
1927972279,4/28/2016,7:00 AM,0,0.00
1927972279,4/28/2016,8:00 AM,16,0.27
1927972279,4/28/2016,9:00 AM,7,0.12
1927972279,4/28/2016,10:00 AM,15,0.25
1927972279,4/28/2016,11:00 AM,9,0.15
1927972279,4/28/2016,12:00 PM,1,0.02
1927972279,4/28/2016,1:00 PM,2,0.03
1927972279,4/28/2016,2:00 PM,3,0.05
1927972279,4/28/2016,3:00 PM,5,0.08
1927972279,4/28/2016,4:00 PM,9,0.15
1927972279,4/28/2016,5:00 PM,7,0.12
1927972279,4/28/2016,6:00 PM,15,0.25
1927972279,4/28/2016,7:00 PM,3,0.05
1927972279,4/28/2016,8:00 PM,3,0.05
1927972279,4/28/2016,9:00 PM,0,0.00
1927972279,4/28/2016,10:00 PM,0,0.00
1927972279,4/28/2016,11:00 PM,0,0.00
1927972279,4/29/2016,12:00 AM,0,0.00
1927972279,4/29/2016,1:00 AM,0,0.00
1927972279,4/29/2016,2:00 AM,0,0.00
1927972279,4/29/2016,3:00 AM,0,0.00
1927972279,4/29/2016,4:00 AM,0,0.00
1927972279,4/29/2016,5:00 AM,0,0.00
1927972279,4/29/2016,6:00 AM,0,0.00
1927972279,4/29/2016,7:00 AM,0,0.00
1927972279,4/29/2016,8:00 AM,0,0.00
1927972279,4/29/2016,9:00 AM,0,0.00
1927972279,4/29/2016,10:00 AM,0,0.00
1927972279,4/29/2016,11:00 AM,0,0.00
1927972279,4/29/2016,12:00 PM,0,0.00
1927972279,4/29/2016,1:00 PM,0,0.00
1927972279,4/29/2016,2:00 PM,0,0.00
1927972279,4/29/2016,3:00 PM,0,0.00
1927972279,4/29/2016,4:00 PM,0,0.00
1927972279,4/29/2016,5:00 PM,0,0.00
1927972279,4/29/2016,6:00 PM,0,0.00
1927972279,4/29/2016,7:00 PM,0,0.00
1927972279,4/29/2016,8:00 PM,0,0.00
1927972279,4/29/2016,9:00 PM,0,0.00
1927972279,4/29/2016,10:00 PM,0,0.00
1927972279,4/29/2016,11:00 PM,0,0.00
1927972279,4/30/2016,12:00 AM,0,0.00
1927972279,4/30/2016,1:00 AM,0,0.00
1927972279,4/30/2016,2:00 AM,0,0.00
1927972279,4/30/2016,3:00 AM,0,0.00
1927972279,4/30/2016,4:00 AM,0,0.00
1927972279,4/30/2016,5:00 AM,0,0.00
1927972279,4/30/2016,6:00 AM,0,0.00
1927972279,4/30/2016,7:00 AM,0,0.00
1927972279,4/30/2016,8:00 AM,0,0.00
1927972279,4/30/2016,9:00 AM,0,0.00
1927972279,4/30/2016,10:00 AM,0,0.00
1927972279,4/30/2016,11:00 AM,0,0.00
1927972279,4/30/2016,12:00 PM,0,0.00
1927972279,4/30/2016,1:00 PM,0,0.00
1927972279,4/30/2016,2:00 PM,0,0.00
1927972279,4/30/2016,3:00 PM,0,0.00
1927972279,4/30/2016,4:00 PM,0,0.00
1927972279,4/30/2016,5:00 PM,0,0.00
1927972279,4/30/2016,6:00 PM,0,0.00
1927972279,4/30/2016,7:00 PM,0,0.00
1927972279,4/30/2016,8:00 PM,0,0.00
1927972279,4/30/2016,9:00 PM,0,0.00
1927972279,4/30/2016,10:00 PM,0,0.00
1927972279,4/30/2016,11:00 PM,0,0.00
1927972279,5/1/2016,12:00 AM,0,0.00
1927972279,5/1/2016,1:00 AM,0,0.00
1927972279,5/1/2016,2:00 AM,0,0.00
1927972279,5/1/2016,3:00 AM,0,0.00
1927972279,5/1/2016,4:00 AM,0,0.00
1927972279,5/1/2016,5:00 AM,0,0.00
1927972279,5/1/2016,6:00 AM,0,0.00
1927972279,5/1/2016,7:00 AM,0,0.00
1927972279,5/1/2016,8:00 AM,3,0.05
1927972279,5/1/2016,9:00 AM,0,0.00
1927972279,5/1/2016,10:00 AM,5,0.08
1927972279,5/1/2016,11:00 AM,8,0.13
1927972279,5/1/2016,12:00 PM,6,0.10
1927972279,5/1/2016,1:00 PM,55,0.92
1927972279,5/1/2016,2:00 PM,10,0.17
1927972279,5/1/2016,3:00 PM,2,0.03
1927972279,5/1/2016,4:00 PM,3,0.05
1927972279,5/1/2016,5:00 PM,2,0.03
1927972279,5/1/2016,6:00 PM,3,0.05
1927972279,5/1/2016,7:00 PM,12,0.20
1927972279,5/1/2016,8:00 PM,1,0.02
1927972279,5/1/2016,9:00 PM,4,0.07
1927972279,5/1/2016,10:00 PM,0,0.00
1927972279,5/1/2016,11:00 PM,0,0.00
1927972279,5/2/2016,12:00 AM,0,0.00
1927972279,5/2/2016,1:00 AM,0,0.00
1927972279,5/2/2016,2:00 AM,0,0.00
1927972279,5/2/2016,3:00 AM,0,0.00
1927972279,5/2/2016,4:00 AM,0,0.00
1927972279,5/2/2016,5:00 AM,0,0.00
1927972279,5/2/2016,6:00 AM,0,0.00
1927972279,5/2/2016,7:00 AM,0,0.00
1927972279,5/2/2016,8:00 AM,0,0.00
1927972279,5/2/2016,9:00 AM,0,0.00
1927972279,5/2/2016,10:00 AM,0,0.00
1927972279,5/2/2016,11:00 AM,63,1.05
1927972279,5/2/2016,12:00 PM,4,0.07
1927972279,5/2/2016,1:00 PM,1,0.02
1927972279,5/2/2016,2:00 PM,5,0.08
1927972279,5/2/2016,3:00 PM,12,0.20
1927972279,5/2/2016,4:00 PM,13,0.22
1927972279,5/2/2016,5:00 PM,14,0.23
1927972279,5/2/2016,6:00 PM,15,0.25
1927972279,5/2/2016,7:00 PM,31,0.52
1927972279,5/2/2016,8:00 PM,0,0.00
1927972279,5/2/2016,9:00 PM,0,0.00
1927972279,5/2/2016,10:00 PM,0,0.00
1927972279,5/2/2016,11:00 PM,0,0.00
1927972279,5/3/2016,12:00 AM,0,0.00
1927972279,5/3/2016,1:00 AM,0,0.00
1927972279,5/3/2016,2:00 AM,0,0.00
1927972279,5/3/2016,3:00 AM,0,0.00
1927972279,5/3/2016,4:00 AM,0,0.00
1927972279,5/3/2016,5:00 AM,0,0.00
1927972279,5/3/2016,6:00 AM,0,0.00
1927972279,5/3/2016,7:00 AM,0,0.00
1927972279,5/3/2016,8:00 AM,40,0.67
1927972279,5/3/2016,9:00 AM,0,0.00
1927972279,5/3/2016,10:00 AM,6,0.10
1927972279,5/3/2016,11:00 AM,0,0.00
1927972279,5/3/2016,12:00 PM,0,0.00
1927972279,5/3/2016,1:00 PM,1,0.02
1927972279,5/3/2016,2:00 PM,0,0.00
1927972279,5/3/2016,3:00 PM,0,0.00
1927972279,5/3/2016,4:00 PM,0,0.00
1927972279,5/3/2016,5:00 PM,0,0.00
1927972279,5/3/2016,6:00 PM,0,0.00
1927972279,5/3/2016,7:00 PM,0,0.00
1927972279,5/3/2016,8:00 PM,0,0.00
1927972279,5/3/2016,9:00 PM,0,0.00
1927972279,5/3/2016,10:00 PM,0,0.00
1927972279,5/3/2016,11:00 PM,0,0.00
1927972279,5/4/2016,12:00 AM,0,0.00
1927972279,5/4/2016,1:00 AM,0,0.00
1927972279,5/4/2016,2:00 AM,0,0.00
1927972279,5/4/2016,3:00 AM,0,0.00
1927972279,5/4/2016,4:00 AM,0,0.00
1927972279,5/4/2016,5:00 AM,0,0.00
1927972279,5/4/2016,6:00 AM,0,0.00
1927972279,5/4/2016,7:00 AM,0,0.00
1927972279,5/4/2016,8:00 AM,0,0.00
1927972279,5/4/2016,9:00 AM,0,0.00
1927972279,5/4/2016,10:00 AM,34,0.57
1927972279,5/4/2016,11:00 AM,4,0.07
1927972279,5/4/2016,12:00 PM,4,0.07
1927972279,5/4/2016,1:00 PM,7,0.12
1927972279,5/4/2016,2:00 PM,3,0.05
1927972279,5/4/2016,3:00 PM,7,0.12
1927972279,5/4/2016,4:00 PM,12,0.20
1927972279,5/4/2016,5:00 PM,7,0.12
1927972279,5/4/2016,6:00 PM,1,0.02
1927972279,5/4/2016,7:00 PM,4,0.07
1927972279,5/4/2016,8:00 PM,4,0.07
1927972279,5/4/2016,9:00 PM,0,0.00
1927972279,5/4/2016,10:00 PM,0,0.00
1927972279,5/4/2016,11:00 PM,0,0.00
1927972279,5/5/2016,12:00 AM,0,0.00
1927972279,5/5/2016,1:00 AM,0,0.00
1927972279,5/5/2016,2:00 AM,0,0.00
1927972279,5/5/2016,3:00 AM,0,0.00
1927972279,5/5/2016,4:00 AM,0,0.00
1927972279,5/5/2016,5:00 AM,0,0.00
1927972279,5/5/2016,6:00 AM,0,0.00
1927972279,5/5/2016,7:00 AM,0,0.00
1927972279,5/5/2016,8:00 AM,0,0.00
1927972279,5/5/2016,9:00 AM,0,0.00
1927972279,5/5/2016,10:00 AM,0,0.00
1927972279,5/5/2016,11:00 AM,0,0.00
1927972279,5/5/2016,12:00 PM,0,0.00
1927972279,5/5/2016,1:00 PM,0,0.00
1927972279,5/5/2016,2:00 PM,0,0.00
1927972279,5/5/2016,3:00 PM,0,0.00
1927972279,5/5/2016,4:00 PM,0,0.00
1927972279,5/5/2016,5:00 PM,0,0.00
1927972279,5/5/2016,6:00 PM,0,0.00
1927972279,5/5/2016,7:00 PM,0,0.00
1927972279,5/5/2016,8:00 PM,0,0.00
1927972279,5/5/2016,9:00 PM,0,0.00
1927972279,5/5/2016,10:00 PM,0,0.00
1927972279,5/5/2016,11:00 PM,0,0.00
1927972279,5/6/2016,12:00 AM,0,0.00
1927972279,5/6/2016,1:00 AM,0,0.00
1927972279,5/6/2016,2:00 AM,0,0.00
1927972279,5/6/2016,3:00 AM,0,0.00
1927972279,5/6/2016,4:00 AM,0,0.00
1927972279,5/6/2016,5:00 AM,0,0.00
1927972279,5/6/2016,6:00 AM,0,0.00
1927972279,5/6/2016,7:00 AM,0,0.00
1927972279,5/6/2016,8:00 AM,0,0.00
1927972279,5/6/2016,9:00 AM,0,0.00
1927972279,5/6/2016,10:00 AM,0,0.00
1927972279,5/6/2016,11:00 AM,0,0.00
1927972279,5/6/2016,12:00 PM,0,0.00
1927972279,5/6/2016,1:00 PM,0,0.00
1927972279,5/6/2016,2:00 PM,0,0.00
1927972279,5/6/2016,3:00 PM,0,0.00
1927972279,5/6/2016,4:00 PM,4,0.07
1927972279,5/6/2016,5:00 PM,15,0.25
1927972279,5/6/2016,6:00 PM,17,0.28
1927972279,5/6/2016,7:00 PM,47,0.78
1927972279,5/6/2016,8:00 PM,13,0.22
1927972279,5/6/2016,9:00 PM,7,0.12
1927972279,5/6/2016,10:00 PM,5,0.08
1927972279,5/6/2016,11:00 PM,0,0.00
1927972279,5/7/2016,12:00 AM,0,0.00
1927972279,5/7/2016,1:00 AM,0,0.00
1927972279,5/7/2016,2:00 AM,0,0.00
1927972279,5/7/2016,3:00 AM,0,0.00
1927972279,5/7/2016,4:00 AM,0,0.00
1927972279,5/7/2016,5:00 AM,0,0.00
1927972279,5/7/2016,6:00 AM,0,0.00
1927972279,5/7/2016,7:00 AM,0,0.00
1927972279,5/7/2016,8:00 AM,0,0.00
1927972279,5/7/2016,9:00 AM,0,0.00
1927972279,5/7/2016,10:00 AM,30,0.50
1927972279,5/7/2016,11:00 AM,18,0.30
1927972279,5/7/2016,12:00 PM,0,0.00
1927972279,5/7/2016,1:00 PM,0,0.00
1927972279,5/7/2016,2:00 PM,0,0.00
1927972279,5/7/2016,3:00 PM,0,0.00
1927972279,5/7/2016,4:00 PM,0,0.00
1927972279,5/7/2016,5:00 PM,0,0.00
1927972279,5/7/2016,6:00 PM,0,0.00
1927972279,5/7/2016,7:00 PM,0,0.00
1927972279,5/7/2016,8:00 PM,0,0.00
1927972279,5/7/2016,9:00 PM,0,0.00
1927972279,5/7/2016,10:00 PM,0,0.00
1927972279,5/7/2016,11:00 PM,0,0.00
1927972279,5/8/2016,12:00 AM,0,0.00
1927972279,5/8/2016,1:00 AM,0,0.00
1927972279,5/8/2016,2:00 AM,0,0.00
1927972279,5/8/2016,3:00 AM,0,0.00
1927972279,5/8/2016,4:00 AM,0,0.00
1927972279,5/8/2016,5:00 AM,0,0.00
1927972279,5/8/2016,6:00 AM,0,0.00
1927972279,5/8/2016,7:00 AM,0,0.00
1927972279,5/8/2016,8:00 AM,0,0.00
1927972279,5/8/2016,9:00 AM,0,0.00
1927972279,5/8/2016,10:00 AM,0,0.00
1927972279,5/8/2016,11:00 AM,0,0.00
1927972279,5/8/2016,12:00 PM,0,0.00
1927972279,5/8/2016,1:00 PM,0,0.00
1927972279,5/8/2016,2:00 PM,0,0.00
1927972279,5/8/2016,3:00 PM,0,0.00
1927972279,5/8/2016,4:00 PM,0,0.00
1927972279,5/8/2016,5:00 PM,0,0.00
1927972279,5/8/2016,6:00 PM,0,0.00
1927972279,5/8/2016,7:00 PM,0,0.00
1927972279,5/8/2016,8:00 PM,0,0.00
1927972279,5/8/2016,9:00 PM,0,0.00
1927972279,5/8/2016,10:00 PM,0,0.00
1927972279,5/8/2016,11:00 PM,0,0.00
1927972279,5/9/2016,12:00 AM,0,0.00
1927972279,5/9/2016,1:00 AM,0,0.00
1927972279,5/9/2016,2:00 AM,0,0.00
1927972279,5/9/2016,3:00 AM,0,0.00
1927972279,5/9/2016,4:00 AM,0,0.00
1927972279,5/9/2016,5:00 AM,0,0.00
1927972279,5/9/2016,6:00 AM,0,0.00
1927972279,5/9/2016,7:00 AM,0,0.00
1927972279,5/9/2016,8:00 AM,0,0.00
1927972279,5/9/2016,9:00 AM,0,0.00
1927972279,5/9/2016,10:00 AM,0,0.00
1927972279,5/9/2016,11:00 AM,0,0.00
1927972279,5/9/2016,12:00 PM,0,0.00
1927972279,5/9/2016,1:00 PM,0,0.00
1927972279,5/9/2016,2:00 PM,0,0.00
1927972279,5/9/2016,3:00 PM,0,0.00
1927972279,5/9/2016,4:00 PM,0,0.00
1927972279,5/9/2016,5:00 PM,0,0.00
1927972279,5/9/2016,6:00 PM,0,0.00
1927972279,5/9/2016,7:00 PM,0,0.00
1927972279,5/9/2016,8:00 PM,0,0.00
1927972279,5/9/2016,9:00 PM,0,0.00
1927972279,5/9/2016,10:00 PM,0,0.00
1927972279,5/9/2016,11:00 PM,0,0.00
1927972279,5/10/2016,12:00 AM,0,0.00
1927972279,5/10/2016,1:00 AM,0,0.00
1927972279,5/10/2016,2:00 AM,0,0.00
1927972279,5/10/2016,3:00 AM,0,0.00
1927972279,5/10/2016,4:00 AM,0,0.00
1927972279,5/10/2016,5:00 AM,0,0.00
1927972279,5/10/2016,6:00 AM,0,0.00
1927972279,5/10/2016,7:00 AM,0,0.00
1927972279,5/10/2016,8:00 AM,0,0.00
1927972279,5/10/2016,9:00 AM,0,0.00
1927972279,5/10/2016,10:00 AM,0,0.00
1927972279,5/10/2016,11:00 AM,0,0.00
1927972279,5/10/2016,12:00 PM,0,0.00
1927972279,5/10/2016,1:00 PM,0,0.00
